"","X","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"1647",1647,30788,"Íbúðareign",122.9,0,4,1,350,"Kópavogur: Hvörf, Þing"
"1648",1648,14083,"Íbúðareign",63.6,0,1,1,160,"Hólar, Berg"
"1649",1649,19378,"Íbúðareign",47.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1650",1650,16893,"Íbúðareign",92.2,0,3,1,161,"Fell"
"1651",1651,21902,"Íbúðareign",87.2,0,2,1,700,"Garðarbær: Álftanes"
"1652",1652,21300,"Íbúðareign",70.5,0,2,1,351,"Kópavogur: Kórar"
"1653",1653,23648,"Íbúðareign",87.6,0,2,1,320,"Kópavogur: Austurbær"
"1654",1654,30155,"Íbúðareign",104.4,0,3,1,340,"Kópavogur: Lindir, Salir"
"1655",1655,30974,"Íbúðareign",106.5,0,3,1,340,"Kópavogur: Lindir, Salir"
"1656",1656,22464,"Íbúðareign",110.6,0,4,1,320,"Kópavogur: Austurbær"
"1657",1657,11865,"Parhús",107.2,0,5,1,4100,"Ísafjörður: Eldri byggð"
"1658",1658,16753,"Raðhús",144.4,0,4,1,4110,"Ísaafjörður: Nýrri byggð"
"1659",1659,18808,"Íbúðareign",92.7,0,2,1,6080,"Akureyri: Giljahverfi"
"1660",1660,40936,"Einbýlishús",113,0,3,3,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"1661",1661,14032,"Íbúðareign",78.9,0,2,1,170,"Neðra-Breiðholt"
"1662",1662,19387,"Íbúðareign",103.8,0,3,1,600,"Hafnarfjörður"
"1663",1663,29423,"Íbúðareign",125.3,0,3,1,400,"Seltjarnarnes"
"1664",1664,16241,"Íbúðareign",46.1,0,1,1,90,"Holt/Tún"
"1665",1665,25391,"Íbúðareign",98.2,1,3,1,270,"Norðlingaholt"
"1666",1666,27466,"Íbúðareign",119.1,0,3,1,630,"Hafnarfjörður - Vellir"
"1667",1667,11523,"Íbúðareign",55.4,0,1,1,680,"Hafnarfjörður - Börð"
"1668",1668,60322,"Íbúðareign",173.8,2,3,1,90,"Holt/Tún"
"1669",1669,18464,"Íbúðareign",56.9,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"1670",1670,12550,"Íbúðareign",41.6,0,1,1,800,"Mosfellsbær"
"1671",1671,27103,"Íbúðareign",105.9,1,2,1,181,"Úlfarsárdalur"
"1672",1672,14209,"Íbúðareign",72.2,0,2,1,80,"Hlíðar"
"1673",1673,11581,"Íbúðareign",48.1,0,1,1,161,"Fell"
"1674",1674,14577,"Íbúðareign",65.2,0,1,1,170,"Neðra-Breiðholt"
"1675",1675,27483,"Íbúðareign",97.9,0,3,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"1676",1676,15413,"Íbúðareign",55.2,0,1,1,160,"Hólar, Berg"
"1677",1677,49868,"Raðhús",200.1,0,6,1,210,"Ártúnsholt/Höfðar"
"1678",1678,22466,"Íbúðareign",78.3,0,3,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"1679",1679,16563,"Íbúðareign",57,0,1,1,100,"Laugarneshverfi/Vogar"
"1680",1680,24356,"Einbýlishús",199.2,0,1,2,3000,"Akranes"
"1681",1681,21408,"Raðhús",126.7,0,4,1,6030,"Akureyri: Efri brekka"
"1682",1682,16638,"Íbúðareign",71.2,0,1,1,6010,"Akureyri: Naustahverfi"
"1683",1683,24347,"Einbýlishús",181.7,0,5,2,8175,"Rangársvæði"
"1684",1684,37716,"Einbýlishús",145.8,0,4,1,8010,"Selfoss"
"1685",1685,37494,"Íbúðareign",121.3,0,2,2,100,"Laugarneshverfi/Vogar"
"1686",1686,26340,"Parhús",107.5,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"1687",1687,23688,"Íbúðareign",103.5,0,3,1,6030,"Akureyri: Efri brekka"
"1688",1688,7454,"Parhús",92,0,2,1,6050,"Hrísey"
"1689",1689,11449,"Íbúðareign",52,0,1,1,161,"Fell"
"1690",1690,67122,"Einbýlishús",192.3,0,3,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"1691",1691,26656,"Íbúðareign",95.8,1,2,1,640,"Hafnarfjörður - Ásland"
"1692",1692,16993,"Íbúðareign",99,0,2,1,300,"Kópavogur: Vesturbær"
"1693",1693,12949,"Íbúðareign",47.8,0,1,1,90,"Holt/Tún"
"1694",1694,26422,"Raðhús",109.3,0,3,1,284,"Bústaðahverfi"
"1695",1695,16474,"Íbúðareign",61.3,0,1,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"1696",1696,34500,"Íbúðareign",102.3,0,1,1,280,"Fossvogur"
"1697",1697,27909,"Íbúðareign",89.4,0,2,1,150,"Seljahverfi"
"1698",1698,33851,"Íbúðareign",118.4,1,2,1,511,"Garðabær: Akrahverfi"
"1699",1699,25518,"Íbúðareign",91.7,0,2,1,340,"Kópavogur: Lindir, Salir"
"1700",1700,33160,"Íbúðareign",119,0,3,1,340,"Kópavogur: Lindir, Salir"
"1701",1701,33245,"Íbúðareign",106.1,0,3,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"1702",1702,18000,"Íbúðareign",94.2,0,2,1,620,"Hafarfjörður: Hvaleyrarholt"
"1703",1703,38034,"Íbúðareign",119.3,1,2,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1704",1704,39763,"Einbýlishús",149,0,4,1,560,"Garðabær: Flatir"
"1705",1705,33866,"Íbúðareign",155.7,0,5,1,320,"Kópavogur: Austurbær"
"1706",1706,28379,"Íbúðareign",108.4,0,3,1,70,"Melar: Að sjó"
"1707",1707,21503,"Íbúðareign",69.6,0,1,1,280,"Fossvogur"
"1708",1708,35872,"Íbúðareign",159.3,0,3,2,210,"Ártúnsholt/Höfðar"
"1709",1709,53692,"Raðhús",189.8,0,4,1,270,"Norðlingaholt"
"1710",1710,23971,"Íbúðareign",112.4,0,3,1,200,"Árbær"
"1711",1711,27541,"Einbýlishús",147,0,4,1,5110,"Sauðárkrókur"
"1712",1712,23588,"Íbúðareign",109,0,3,1,340,"Kópavogur: Lindir, Salir"
"1713",1713,46171,"Íbúðareign",134.8,1,2,1,320,"Kópavogur: Austurbær"
"1714",1714,24886,"Íbúðareign",118.7,0,3,1,220,"Selás"
"1715",1715,30905,"Raðhús",129.6,0,3,1,284,"Bústaðahverfi"
"1716",1716,24557,"Einbýlishús",115,0,4,2,2050,"Keflavík"
"1717",1717,23239,"Íbúðareign",80.8,0,2,1,640,"Hafnarfjörður - Ásland"
"1718",1718,1750,"Einbýlishús",155.3,0,4,1,3000,"Akranes"
"1719",1719,19368,"Íbúðareign",79.6,0,3,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1720",1720,17181,"Íbúðareign",46.6,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1721",1721,5300,"Raðhús",94.3,0,2,1,4020,"Patreksfjörður"
"1722",1722,8006,"Einbýlishús",114.8,0,4,1,6050,"Hrísey"
"1723",1723,45285,"Einbýlishús",236.1,0,5,2,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"1724",1724,20981,"Íbúðareign",96.3,0,2,1,6010,"Akureyri: Naustahverfi"
"1725",1725,57263,"Einbýlishús",233.3,0,6,1,600,"Hafnarfjörður"
"1726",1726,23856,"Íbúðareign",90.5,0,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"1727",1727,35757,"Íbúðareign",108.1,0,2,2,100,"Laugarneshverfi/Vogar"
"1728",1728,21566,"Íbúðareign",81.8,0,2,1,284,"Bústaðahverfi"
"1729",1729,24892,"Íbúðareign",95.8,0,3,1,283,"Hvassaleiti"
"1730",1730,27367,"Íbúðareign",86.8,0,2,1,510,"Garðabær: Sjáland"
"1731",1731,26183,"Íbúðareign",108.8,0,3,1,220,"Selás"
"1732",1732,15500,"Íbúðareign",82,0,2,1,150,"Seljahverfi"
"1733",1733,17000,"Íbúðareign",59.3,0,1,1,91,"Háaleiti/Skeifa"
"1734",1734,35000,"Íbúðareign",114.5,0,2,2,85,"Kringlan"
"1735",1735,24684,"Íbúðareign",104.3,0,3,1,640,"Hafnarfjörður - Ásland"
"1736",1736,16499,"Íbúðareign",87.9,0,3,1,170,"Neðra-Breiðholt"
"1737",1737,16719,"Íbúðareign",83.5,0,1,1,100,"Laugarneshverfi/Vogar"
"1738",1738,23369,"Íbúðareign",102.9,0,3,1,700,"Garðarbær: Álftanes"
"1739",1739,38482,"Raðhús",201.9,0,5,2,150,"Seljahverfi"
"1740",1740,22773,"Íbúðareign",87.2,0,2,1,70,"Melar: Að sjó"
"1741",1741,22959,"Íbúðareign",91,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1742",1742,20863,"Einbýlishús",144.9,0,4,1,4110,"Ísaafjörður: Nýrri byggð"
"1743",1743,8000,"Íbúðareign",159.6,0,5,1,6110,"Siglufjörður"
"1744",1744,26293,"Íbúðareign",126.8,0,5,2,90,"Holt/Tún"
"1745",1745,4800,"Einbýlishús",96.6,0,3,1,6110,"Siglufjörður"
"1746",1746,15981,"Íbúðareign",86.9,0,2,2,320,"Kópavogur: Austurbær"
"1747",1747,39948,"Einbýlishús",160.9,0,5,2,300,"Kópavogur: Vesturbær"
"1748",1748,23978,"Einbýlishús",112.4,0,3,1,7140,"Eskifjörður"
"1749",1749,41228,"Raðhús",175.7,0,4,2,280,"Fossvogur"
"1750",1750,27858,"Íbúðareign",124.1,1,3,1,180,"Grafarholt"
"1751",1751,28530,"Íbúðareign",110,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"1752",1752,18553,"Íbúðareign",62.4,0,1,1,284,"Bústaðahverfi"
"1753",1753,30217,"Íbúðareign",117.6,0,3,1,270,"Norðlingaholt"
"1754",1754,11800,"Íbúðareign",93.4,0,2,1,8200,"Vestmannaeyjar"
"1755",1755,26813,"Íbúðareign",100,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"1756",1756,17000,"Íbúðareign",70.6,0,1,2,80,"Hlíðar"
"1757",1757,8400,"Einbýlishús",72,0,2,1,2020,"Sandgerði"
"1758",1758,20900,"Einbýlishús",129.2,0,5,1,2020,"Sandgerði"
"1759",1759,23555,"Íbúðareign",85.5,0,2,1,340,"Kópavogur: Lindir, Salir"
"1760",1760,20699,"Íbúðareign",84.1,1,2,1,340,"Kópavogur: Lindir, Salir"
"1761",1761,20436,"Íbúðareign",72,0,2,1,280,"Fossvogur"
"1762",1762,35921,"Íbúðareign",135.5,0,4,2,100,"Laugarneshverfi/Vogar"
"1763",1763,15986,"Íbúðareign",115.4,0,3,1,6040,"Akureyri: Glerárhverfi"
"1764",1764,18770,"Íbúðareign",92.7,0,2,1,6080,"Akureyri: Giljahverfi"
"1765",1765,12489,"Einbýlishús",55.5,0,2,1,8020,"Hveragerði"
"1766",1766,12743,"Einbýlishús",96.2,0,3,1,6210,"Húsavík"
"1767",1767,24421,"Íbúðareign",85.7,0,2,1,80,"Hlíðar"
"1768",1768,22979,"Íbúðareign",60.5,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1769",1769,18070,"Íbúðareign",78.8,1,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"1770",1770,19693,"Íbúðareign",81.3,0,2,1,284,"Bústaðahverfi"
"1771",1771,40274,"Íbúðareign",169.3,0,6,3,100,"Laugarneshverfi/Vogar"
"1772",1772,16516,"Íbúðareign",60.1,1,1,1,270,"Norðlingaholt"
"1773",1773,34198,"Raðhús",108.3,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"1774",1774,25413,"Íbúðareign",88.8,0,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"1775",1775,15710,"Íbúðareign",65.7,0,1,1,220,"Selás"
"1776",1776,24812,"Parhús",100.5,0,2,1,3120,"Stykkishólmur"
"1777",1777,15540,"Íbúðareign",100.9,0,7,1,4100,"Ísafjörður: Eldri byggð"
"1778",1778,25927,"Einbýlishús",192.4,0,7,1,8200,"Vestmannaeyjar"
"1779",1779,32760,"Einbýlishús",192.5,0,7,1,8200,"Vestmannaeyjar"
"1780",1780,15685,"Íbúðareign",79.7,0,2,1,8200,"Vestmannaeyjar"
"1781",1781,32575,"Einbýlishús",146.2,0,5,2,700,"Garðarbær: Álftanes"
"1782",1782,23959,"Íbúðareign",80.6,0,2,1,281,"Réttarholt"
"1783",1783,33459,"Íbúðareign",101.7,1,2,1,100,"Laugarneshverfi/Vogar"
"1784",1784,18040,"Íbúðareign",154.7,0,2,1,4110,"Ísaafjörður: Nýrri byggð"
"1785",1785,28035,"Einbýlishús",90.9,0,3,1,600,"Hafnarfjörður"
"1786",1786,34934,"Íbúðareign",135.6,0,4,2,600,"Hafnarfjörður"
"1787",1787,29300,"Íbúðareign",116.7,0,2,1,520,"Garðabær: Ásar"
"1788",1788,19238,"Íbúðareign",75.1,0,2,1,100,"Laugarneshverfi/Vogar"
"1789",1789,18200,"Íbúðareign",96.1,0,3,1,600,"Hafnarfjörður"
"1790",1790,47448,"Einbýlishús",151.7,0,3,2,650,"Hafnarfjörður - Setberg"
"1791",1791,29800,"Íbúðareign",106.1,2,2,1,600,"Hafnarfjörður"
"1792",1792,19907,"Íbúðareign",115.5,0,3,1,600,"Hafnarfjörður"
"1793",1793,45664,"Einbýlishús",232.8,0,5,1,300,"Kópavogur: Vesturbær"
"1794",1794,40000,"Einbýlishús",139.4,0,4,1,700,"Garðarbær: Álftanes"
"1795",1795,14663,"Íbúðareign",74.6,0,1,1,160,"Hólar, Berg"
"1796",1796,23798,"Íbúðareign",88.9,0,2,1,630,"Hafnarfjörður - Vellir"
"1797",1797,44255,"Raðhús",203,0,5,3,500,"Garðabær"
"1798",1798,14000,"Íbúðareign",54.8,0,1,1,80,"Hlíðar"
"1799",1799,25557,"Íbúðareign",92.9,1,2,1,270,"Norðlingaholt"
"1800",1800,40564,"Raðhús",119.7,0,3,1,140,"Grafarvogur: Staðir"
"1801",1801,15039,"Íbúðareign",50.9,0,1,1,90,"Holt/Tún"
"1802",1802,17976,"Íbúðareign",66.4,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1803",1803,25450,"Raðhús",109.5,0,3,1,210,"Ártúnsholt/Höfðar"
"1804",1804,21989,"Íbúðareign",85.3,0,3,1,160,"Hólar, Berg"
"1805",1805,16445,"Íbúðareign",73.7,0,2,1,150,"Seljahverfi"
"1806",1806,21456,"Íbúðareign",77,0,2,1,80,"Hlíðar"
"1807",1807,9454,"Íbúðareign",28,0,1,0,280,"Fossvogur"
"1808",1808,82927,"Einbýlishús",202.5,0,4,1,80,"Hlíðar"
"1809",1809,9498,"Íbúðareign",69.5,0,1,1,100,"Laugarneshverfi/Vogar"
"1810",1810,8804,"Íbúðareign",80.5,0,2,1,4100,"Ísafjörður: Eldri byggð"
"1811",1811,16300,"Íbúðareign",62.6,0,1,1,300,"Kópavogur: Vesturbær"
"1812",1812,21489,"Íbúðareign",70.5,0,2,1,351,"Kópavogur: Kórar"
"1813",1813,26281,"Íbúðareign",101.7,0,2,1,351,"Kópavogur: Kórar"
"1814",1814,17850,"Einbýlishús",104,0,4,1,7110,"Egilsstaðir"
"1815",1815,1200,"Einbýlishús",145.9,0,4,1,3000,"Akranes"
"1816",1816,1250,"Einbýlishús",144,0,5,1,3000,"Akranes"
"1817",1817,14182,"Íbúðareign",66.5,0,1,1,620,"Hafarfjörður: Hvaleyrarholt"
"1818",1818,9796,"Einbýlishús",93.1,0,6,2,7140,"Eskifjörður"
"1819",1819,10559,"Einbýlishús",112,0,4,1,4140,"Bolungarvík"
"1820",1820,29900,"Íbúðareign",107.1,1,3,1,510,"Garðabær: Sjáland"
"1821",1821,39916,"Raðhús",157.3,0,4,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1822",1822,22226,"Íbúðareign",80.5,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1823",1823,40476,"Íbúðareign",98.4,1,2,1,80,"Hlíðar"
"1824",1824,18000,"Einbýlishús",89.8,0,4,2,5110,"Sauðárkrókur"
"1825",1825,20338,"Íbúðareign",57.2,0,1,1,300,"Kópavogur: Vesturbær"
"1826",1826,32500,"Íbúðareign",98.4,1,2,1,80,"Hlíðar"
"1827",1827,28670,"Íbúðareign",75.6,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"1828",1828,38461,"Íbúðareign",113,1,2,1,90,"Holt/Tún"
"1829",1829,26135,"Einbýlishús",135.3,0,3,1,3000,"Akranes"
"1830",1830,36157,"Einbýlishús",166.9,0,3,1,6040,"Akureyri: Glerárhverfi"
"1831",1831,26336,"Íbúðareign",141.8,0,4,1,6040,"Akureyri: Glerárhverfi"
"1832",1832,7454,"Parhús",92,0,2,1,6050,"Hrísey"
"1833",1833,19000,"Raðhús",160.6,0,3,1,2080,"Ásbrú"
"1834",1834,26407,"Íbúðareign",137.2,0,3,1,2050,"Keflavík"
"1835",1835,23688,"Einbýlishús",214.5,0,4,3,2010,"Vogar"
"1836",1836,10400,"Íbúðareign",55.9,0,1,1,2040,"Njarðvík"
"1837",1837,650,"Íbúðareign",91.2,0,2,1,3000,"Akranes"
"1838",1838,21683,"Íbúðareign",92.5,0,3,1,800,"Mosfellsbær"
"1839",1839,24909,"Íbúðareign",94.7,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1840",1840,24000,"Einbýlishús",125.8,0,3,2,8200,"Vestmannaeyjar"
"1841",1841,20391,"Raðhús",99.4,0,1,1,8020,"Hveragerði"
"1842",1842,34150,"Íbúðareign",99.4,1,3,2,140,"Grafarvogur: Staðir"
"1843",1843,34993,"Íbúðareign",125.7,0,3,1,280,"Fossvogur"
"1844",1844,14437,"Íbúðareign",64.2,0,2,1,200,"Árbær"
"1845",1845,17481,"Íbúðareign",74.4,0,1,1,100,"Laugarneshverfi/Vogar"
"1846",1846,16070,"Íbúðareign",111.5,0,3,1,8200,"Vestmannaeyjar"
"1847",1847,15768,"Íbúðareign",69.4,0,1,1,90,"Holt/Tún"
"1848",1848,5752,"Parhús",42.9,0,2,1,8150,"Vík"
"1849",1849,16424,"Íbúðareign",95.3,0,3,1,6040,"Akureyri: Glerárhverfi"
"1850",1850,13092,"Íbúðareign",69.3,0,2,1,8010,"Selfoss"
"1851",1851,8000,"Einbýlishús",118.5,0,3,1,7120,"Seyðisfjörður"
"1852",1852,41161,"Einbýlishús",175.1,0,4,2,11,"Vesturbær: Vestan Bræðraborgarstígs"
"1853",1853,19689,"Íbúðareign",83.2,0,2,1,600,"Hafnarfjörður"
"1854",1854,20667,"Íbúðareign",141.1,0,4,1,3000,"Akranes"
"1855",1855,11473,"Einbýlishús",137,0,4,1,6120,"Grenivík"
"1856",1856,10000,"Einbýlishús",200.4,0,3,2,2090,"Hafnir"
"1857",1857,10646,"Íbúðareign",62.1,0,1,1,2050,"Keflavík"
"1858",1858,28803,"Íbúðareign",113.6,1,3,1,180,"Grafarholt"
"1859",1859,25550,"Íbúðareign",60.9,1,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1860",1860,45927,"Einbýlishús",142.5,0,4,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"1861",1861,31368,"Íbúðareign",127.2,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1862",1862,82936,"Íbúðareign",204.4,3,2,3,400,"Seltjarnarnes"
"1863",1863,25393,"Íbúðareign",85.6,1,3,1,270,"Norðlingaholt"
"1864",1864,38378,"Einbýlishús",233.3,0,4,1,800,"Mosfellsbær"
"1865",1865,26667,"Raðhús",108,0,3,1,800,"Mosfellsbær"
"1866",1866,12250,"Íbúðareign",168.6,0,3,1,4100,"Ísafjörður: Eldri byggð"
"1867",1867,21631,"Íbúðareign",113.6,0,3,1,600,"Hafnarfjörður"
"1868",1868,17220,"Íbúðareign",88.1,0,3,1,620,"Hafarfjörður: Hvaleyrarholt"
"1869",1869,11298,"Íbúðareign",46.8,0,1,1,284,"Bústaðahverfi"
"1870",1870,16189,"Íbúðareign",56.7,0,3,1,281,"Réttarholt"
"1871",1871,24465,"Íbúðareign",74.5,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1872",1872,46712,"Íbúðareign",137.3,0,5,1,100,"Laugarneshverfi/Vogar"
"1873",1873,50958,"Einbýlishús",184.8,0,4,4,150,"Seljahverfi"
"1874",1874,29487,"Einbýlishús",110.1,0,3,2,500,"Garðabær"
"1875",1875,10745,"Íbúðareign",50.7,0,1,1,161,"Fell"
"1876",1876,27176,"Íbúðareign",102.7,0,3,1,80,"Hlíðar"
"1877",1877,23648,"Einbýlishús",262.3,0,9,1,8200,"Vestmannaeyjar"
"1878",1878,27067,"Íbúðareign",87.7,1,2,1,600,"Hafnarfjörður"
"1879",1879,41700,"Íbúðareign",159.1,0,4,1,351,"Kópavogur: Kórar"
"1880",1880,18992,"Íbúðareign",83.3,0,2,1,320,"Kópavogur: Austurbær"
"1881",1881,20000,"Einbýlishús",133.5,0,4,1,3120,"Stykkishólmur"
"1882",1882,8496,"Íbúðareign",107.4,0,4,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"1883",1883,20525,"Íbúðareign",115.3,1,4,1,150,"Seljahverfi"
"1884",1884,35443,"Íbúðareign",119.9,0,2,1,350,"Kópavogur: Hvörf, Þing"
"1885",1885,22556,"Einbýlishús",142.2,0,3,1,8010,"Selfoss"
"1886",1886,24479,"Íbúðareign",102.9,0,3,1,700,"Garðarbær: Álftanes"
"1887",1887,23964,"Íbúðareign",80.8,0,2,1,640,"Hafnarfjörður - Ásland"
"1888",1888,34591,"Íbúðareign",116.5,1,2,1,350,"Kópavogur: Hvörf, Þing"
"1889",1889,25402,"Íbúðareign",106.5,0,3,3,100,"Laugarneshverfi/Vogar"
"1890",1890,20000,"Íbúðareign",104.5,1,3,1,2050,"Keflavík"
"1891",1891,18983,"Einbýlishús",116.8,0,4,1,7150,"Reyðarfjörður"
"1892",1892,25683,"Íbúðareign",107,0,3,1,400,"Seltjarnarnes"
"1893",1893,29263,"Íbúðareign",80.1,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1894",1894,19645,"Íbúðareign",73.8,0,2,1,284,"Bústaðahverfi"
"1895",1895,9903,"Íbúðareign",66.1,0,1,1,2060,"Grindavík"
"1896",1896,18500,"Íbúðareign",101.7,0,2,2,2060,"Grindavík"
"1897",1897,24240,"Íbúðareign",95.4,1,2,1,600,"Hafnarfjörður"
"1898",1898,32140,"Íbúðareign",107.5,0,2,1,320,"Kópavogur: Austurbær"
"1899",1899,21929,"Íbúðareign",113,0,3,1,210,"Ártúnsholt/Höfðar"
"1900",1900,14600,"Íbúðareign",54.8,0,1,1,220,"Selás"
"1901",1901,19311,"Íbúðareign",76.7,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"1902",1902,34258,"Íbúðareign",124.7,1,3,1,350,"Kópavogur: Hvörf, Þing"
"1903",1903,38965,"Íbúðareign",113.8,0,3,1,400,"Seltjarnarnes"
"1904",1904,18450,"Íbúðareign",65.8,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"1905",1905,9996,"Íbúðareign",30.3,0,0,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"1906",1906,24033,"Einbýlishús",133.5,0,4,1,3000,"Akranes"
"1907",1907,15540,"Íbúðareign",107.3,0,2,1,3000,"Akranes"
"1908",1908,11223,"Íbúðareign",54.9,0,1,1,6040,"Akureyri: Glerárhverfi"
"1909",1909,27130,"Íbúðareign",104,0,2,1,500,"Garðabær"
"1910",1910,18522,"Íbúðareign",75.9,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"1911",1911,25608,"Einbýlishús",102.9,0,3,1,2060,"Grindavík"
"1912",1912,22500,"Íbúðareign",68.6,0,1,1,510,"Garðabær: Sjáland"
"1913",1913,48348,"Einbýlishús",174.5,0,3,2,630,"Hafnarfjörður - Vellir"
"1914",1914,18478,"Íbúðareign",80.5,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"1915",1915,38645,"Íbúðareign",105.5,1,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1916",1916,30076,"Einbýlishús",112,0,5,1,281,"Réttarholt"
"1917",1917,31080,"Íbúðareign",105.2,0,2,2,600,"Hafnarfjörður"
"1918",1918,46080,"Einbýlishús",166.9,0,2,2,630,"Hafnarfjörður - Vellir"
"1919",1919,23956,"Íbúðareign",94.4,0,2,1,640,"Hafnarfjörður - Ásland"
"1920",1920,17373,"Íbúðareign",91.1,0,2,1,680,"Hafnarfjörður - Börð"
"1921",1921,34128,"Íbúðareign",120.3,1,2,1,600,"Hafnarfjörður"
"1922",1922,17556,"Íbúðareign",80.1,0,2,1,320,"Kópavogur: Austurbær"
"1923",1923,22291,"Íbúðareign",70.3,1,2,1,340,"Kópavogur: Lindir, Salir"
"1924",1924,24566,"Íbúðareign",72.9,0,2,1,340,"Kópavogur: Lindir, Salir"
"1925",1925,25813,"Íbúðareign",81.4,1,2,1,350,"Kópavogur: Hvörf, Þing"
"1926",1926,24364,"Íbúðareign",87.4,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"1927",1927,17400,"Íbúðareign",53.4,0,1,1,300,"Kópavogur: Vesturbær"
"1928",1928,20919,"Íbúðareign",74.2,0,1,1,400,"Seltjarnarnes"
"1929",1929,50476,"Einbýlishús",249.2,0,6,2,220,"Selás"
"1930",1930,26902,"Íbúðareign",92.3,0,2,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"1931",1931,17519,"Íbúðareign",71.6,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"1932",1932,29880,"Íbúðareign",117.7,0,3,1,6010,"Akureyri: Naustahverfi"
"1933",1933,27085,"Íbúðareign",113.5,0,3,1,6010,"Akureyri: Naustahverfi"
"1934",1934,21588,"Íbúðareign",119.7,0,3,1,600,"Hafnarfjörður"
"1935",1935,17878,"Íbúðareign",61.1,0,1,2,660,"Hafnarfjörður - Flensborg"
"1936",1936,17361,"Íbúðareign",65.8,0,1,1,220,"Selás"
"1937",1937,26926,"Íbúðareign",103.7,0,2,2,100,"Laugarneshverfi/Vogar"
"1938",1938,10000,"Íbúðareign",38.2,0,0,1,160,"Hólar, Berg"
"1939",1939,11617,"Íbúðareign",38.2,0,0,1,160,"Hólar, Berg"
"1940",1940,18861,"Íbúðareign",64.5,0,3,1,70,"Melar: Að sjó"
"1941",1941,23864,"Íbúðareign",104.6,1,2,1,6030,"Akureyri: Efri brekka"
"1942",1942,15381,"Einbýlishús",156.3,0,3,2,8010,"Selfoss"
"1943",1943,36422,"Einbýlishús",118.8,0,3,1,680,"Hafnarfjörður - Börð"
"1944",1944,15886,"Íbúðareign",45.3,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1945",1945,77508,"Einbýlishús",224.4,0,6,4,100,"Laugarneshverfi/Vogar"
"1946",1946,6907,"Íbúðareign",40,0,1,1,2050,"Keflavík"
"1947",1947,24494,"Einbýlishús",221.8,0,7,1,7140,"Eskifjörður"
"1948",1948,15282,"Íbúðareign",63.6,0,1,1,160,"Hólar, Berg"
"1949",1949,33413,"Raðhús",228.5,0,5,3,150,"Seljahverfi"
"1950",1950,31819,"Íbúðareign",100.8,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"1951",1951,18013,"Íbúðareign",60.4,0,2,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"1952",1952,23265,"Íbúðareign",88.2,1,2,1,350,"Kópavogur: Hvörf, Þing"
"1953",1953,20990,"Íbúðareign",105.1,0,3,2,620,"Hafarfjörður: Hvaleyrarholt"
